placekey,sg_c__parent_placekey,sg_c__location_name,sg_c__safegraph_brand_ids,sg_c__brands,sg_c__top_category,sg_c__sub_category,sg_c__naics_code,sg_c__latitude,sg_c__longitude,sg_c__street_address,sg_c__city,sg_c__region,sg_c__postal_code,sg_c__iso_country_code,sg_c__phone_number,sg_c__open_hours,sg_c__category_tags,sg_c__opened_on,sg_c__closed_on,sg_c__tracking_closed_since,sg_c__geometry_type
222-222@5nz-tcc-ch5,,Anita Public Library,,,Other Information Services,Libraries and Archives,519120,41.444728,-94.767359,812 3rd St,Anita,IA,50020,US,17127623639,,,,,7/1/19,POLYGON
222-222@5nz-vk3-m8v,,Be,,,"Office Supplies, Stationery, and Gift Stores","Gift, Novelty, and Souvenir Stores",453220,41.592533,-93.664394,822 35th St,Des Moines,IA,50312,US,15159791697,,,,,7/1/19,POLYGON
222-222@5nz-vm5-h89,,Apartments at 4623 4647 NW 62nd Ave,,,Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,41.673528,-93.681187,4623 NW 62nd Ave,Johnston,IA,50131,US,,,,,,7/1/19,POLYGON
222-222@5nz-vmx-dsq,zzw-223@5nz-vmx-dvz,SmartStyle Family Hair Salons,SG_BRAND_920b907c29fe21f628faec927628d5f3,SmartStyle Family Hair Salons,Personal Care Services,Beauty Salons,812112,41.685931,-93.772142,2150 E 1st St,Grimes,IA,50111,US,15159861166,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:00"", ""19:00""]], ""Sun"": [[""11:00"", ""17:00""]] }",,,,7/1/19,POLYGON
222-222@5nz-vmz-tvz,,Matthew P Bednar MD,,,Offices of Dentists,Offices of Dentists,621210,41.671693,-93.735456,6163 NW 86th St,Johnston,IA,50131,US,15153313070,"{ ""Mon"": [[""7:30"", ""17:00""]], ""Tue"": [[""7:30"", ""17:00""]], ""Wed"": [[""7:30"", ""17:00""]], ""Thu"": [[""7:30"", ""17:00""]], ""Fri"": [[""7:30"", ""12:00""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5nz-vpq-vpv,,Express Car Wash,,,Automotive Repair and Maintenance,Car Washes,811192,41.528884,-93.6249,6107 SW 9th St,Des Moines,IA,50315,US,15152872963,,,,,7/1/19,POLYGON
222-222@5nz-w6g-djv,,Axle Exchange,,,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310,41.658135,-93.619524,5387 NW 2nd St,Des Moines,IA,50313,US,15156508298,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5nz-w6m-z75,222-223@5nz-w6m-z75,The Original Pancake House,SG_BRAND_89adcbee80f3dd6877da674d74acd976,The Original Pancake House,Restaurants and Other Eating Places,Full-Service Restaurants,722511,41.702508,-93.624104,1810 SW White Birch Cir,Ankeny,IA,50023,US,15159638222,,"Brunch,Lunch,American Food,Casual Dining,Breakfast",,,7/1/19,POLYGON
222-222@5nz-wbm-sqz,,Granger Nursing And Rehabilitation Center,,,Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities),623110,41.762897,-93.8298,2001 Kennedy St,Granger,IA,50109,US,,,,,,7/1/19,POLYGON
222-222@5nz-x8g-wff,,Car Dealer,,,Automobile Dealers,Used Car Dealers,441120,41.408006,-93.619212,9897 Hamilton Trl,Indianola,IA,50125,US,15159622289,,,,,7/1/19,POLYGON
222-222@5p2-2jk-7kf,,Donna's Littlest Darlings,,,Child Day Care Services,Child Day Care Services,624410,41.249091,-95.987218,4856 Pacific St,Omaha,NE,68106,US,,,,,,7/1/19,POLYGON
222-222@5p2-2jm-s5z,,emPower esthetics,,,Personal Care Services,Other Personal Care Services,812199,41.256986,-96.033126,333 S 78th St,Omaha,NE,68114,US,14023502777,,,,,7/1/19,POLYGON
222-222@5p2-2k9-6x5,,Fountain View Retirement Community,,,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,,6233,41.203498,-96.083206,5710 S 108th St,Omaha,NE,68137,US,14029799287,,,,,7/1/19,POLYGON
222-222@5p2-2m5-fpv,,Ace Rent-To-Own,SG_BRAND_3bbe733ca58f4f40,Ace Rent-To-Own,Electronics and Appliance Stores,Household Appliance Stores,443141,41.253961,-95.984439,616 S Saddle Creek Rd,Omaha,NE,68106,US,14025582244,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:00"", ""18:00""]], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5p2-2mr-4n5,,Avis Rent A Car,SG_BRAND_f35a8740b65be2b1aa45f588f2809377,Avis Rent A Car,Automotive Equipment Rental and Leasing,Passenger Car Rental,532111,41.255291,-95.941817,501 S 20th St,Omaha,NE,68102,US,14023423896,"{ ""Mon"": [[""7:00"", ""18:00""]], ""Tue"": [[""7:00"", ""18:00""]], ""Wed"": [[""7:00"", ""18:00""]], ""Thu"": [[""7:00"", ""18:00""]], ""Fri"": [[""7:00"", ""18:00""]], ""Sat"": [[""8:00"", ""13:00""]], ""Sun"": [[""10:00"", ""14:00""]] }",,,,7/1/19,POLYGON
222-222@5p2-2mz-vxq,,Griess Anthony J MD,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,41.268349,-96.061581,909 N 96th St,Omaha,NE,68114,US,,,,,,7/1/19,POLYGON
222-222@5p2-2vf-q9f,,Tuffy Auto Service Centers,SG_BRAND_dac1f497346ea310da919c24b77001a5,Tuffy Auto Service Centers,Automotive Repair and Maintenance,General Automotive Repair,811111,41.208273,-96.127422,4870 S 137th St,Omaha,NE,68137,US,14028954274,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [[""8:00"", ""16:00""]], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5p2-52d-92k,,Hormel Foods,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,41.421275,-96.485542,900 S Platte Ave,Fremont,NE,68025,US,14027212300,,,,,7/1/19,POLYGON
222-222@5p3-25s-68v,,Busy Bee's Preschool,,,Child Day Care Services,Child Day Care Services,624410,42.584996,-99.540967,300 W Florence St,Bassett,NE,68714,US,14022734012,,,,,7/1/19,POLYGON
222-222@5p4-v63-bx5,,Ross Stores,SG_BRAND_3a1ab671c974b3489458052270d1a69d,Ross Stores,Department Stores,Department Stores,452210,40.72056,-99.086164,4700 2nd Ave,Kearney,NE,68847,US,13082362093,"{ ""Mon"": [[""9:00"", ""22:00""]], ""Tue"": [[""9:00"", ""22:00""]], ""Wed"": [[""9:00"", ""22:00""]], ""Thu"": [], ""Fri"": [[""9:00"", ""23:00""]], ""Sat"": [[""9:00"", ""23:00""]], ""Sun"": [[""9:00"", ""22:00""]] }",,,,10/20/19,POLYGON
222-222@5p4-yh3-djv,,Graham Tire1,,,Automotive Repair and Maintenance,General Automotive Repair,811111,40.938264,-98.382674,3427 State St,Grand Island,NE,68803,US,,,,,,7/1/19,POLYGON
222-222@5p5-4c5-7qz,,B & C Drug Company,,,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,39.829536,-97.636691,702 12th St,Belleville,KS,66935,US,,"{ ""Mon"": [[""8:30"", ""17:30""]], ""Tue"": [[""8:30"", ""17:30""]], ""Wed"": [[""8:30"", ""17:30""]], ""Thu"": [[""8:30"", ""17:30""]], ""Fri"": [[""8:30"", ""17:30""]], ""Sat"": [[""9:00"", ""12:00""]], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5p5-kf3-vcq,,Ruby Tuesday,SG_BRAND_9ddf5dd71dc4f56204ea904e25839b41,Ruby Tuesday,Restaurants and Other Eating Places,Full-Service Restaurants,722511,41.113531,-100.765767,2320 S Jeffers St,North Platte,NE,69101,US,13085347829,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""11:00"", ""22:00""]] }","American Food,Casual Dining,Lunch,Dinner",,,7/1/19,POLYGON
222-222@5p5-kf8-nwk,,Twin River Diesel & Auto,,,Automotive Repair and Maintenance,General Automotive Repair,811111,41.149586,-100.795094,2721 Rodeo Rd,North Platte,NE,69101,US,13085326316,,,,,7/1/19,POLYGON
222-222@5p5-qdh-2rk,,Almena Lumber & Supply Home Oil,,,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,39.891431,-99.706313,611 Main St,Almena,KS,67622,US,17856692421,,,,,7/1/19,POLYGON
222-222@5p6-9mp-bkz,,Western Edge,,,Shoe Stores,Shoe Stores,448210,40.917452,-98.383852,111 N Diers Ave,Grand Island,NE,68803,US,13083983343,,,,,7/1/19,POLYGON
222-222@5p7-2gj-zcq,,ALDI,SG_BRAND_41267d9fb3826d417e32077a3b0a35e5,ALDI,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,45.84488,-95.385497,600 50th Ave W,Alexandria,MN,56308,US,,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""8:30"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""8:30"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""9:00"", ""20:00""]] }",,,,7/1/19,POLYGON
222-222@5p7-4cz-jn5,,ARCO,SG_BRAND_99b3a2abb4050d5bef6da28efdc9552f,ARCO,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,45.910983,-95.890094,101 Hawkins Ave,Barrett,MN,56311,US,,,,,,7/1/19,POLYGON
222-222@5p7-6j3-tqf,,Old Homestead Cafe,,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,46.325255,-95.323793,55870 State Highway 210,Henning,MN,56551,US,12185832361,"{ ""Mon"": [[""7:00"", ""15:00""]], ""Tue"": [[""7:00"", ""15:00""]], ""Wed"": [[""7:00"", ""15:00""]], ""Thu"": [[""7:00"", ""15:00""]], ""Fri"": [[""7:00"", ""19:00""]], ""Sat"": [[""7:00"", ""19:00""]], ""Sun"": [[""7:00"", ""19:00""]] }",,,,7/1/19,POLYGON
222-222@5p7-bdc-efz,,Stockmen's Greenhouse & Garden Center,,,Lawn and Garden Equipment and Supplies Stores,"Nursery, Garden Center, and Farm Supply Stores",444220,45.151753,-94.544355,60973 US Highway 12,Litchfield,MN,55355,US,13206937787,,,,,7/1/19,POLYGON
222-222@5p7-cvm-zcq,,First Covenant Church Willmar Mn,,,Religious Organizations,Religious Organizations,813110,45.110033,-95.052266,801 Willmar Ave SW,Willmar,MN,56201,US,13202353010,"{ ""Mon"": [[""9:00"", ""16:00""]], ""Tue"": [[""9:00"", ""16:00""]], ""Wed"": [[""9:00"", ""16:00""]], ""Thu"": [[""9:00"", ""16:00""]], ""Fri"": [[""9:00"", ""16:00""]], ""Sat"": [], ""Sun"": [[""8:30"", ""12:00""]] }",,,,7/1/19,POLYGON
222-222@5p7-d6v-649,,Hamm Seeds,,,Lawn and Garden Equipment and Supplies Stores,"Nursery, Garden Center, and Farm Supply Stores",444220,45.142258,-94.690879,27539 Minnesota Highway 4,Grove City,MN,56243,US,13208570195,"{ ""Mon"": [[""7:00"", ""18:00""]], ""Tue"": [[""7:00"", ""18:00""]], ""Wed"": [[""7:00"", ""18:00""]], ""Thu"": [[""7:00"", ""18:00""]], ""Fri"": [[""7:00"", ""18:00""]], ""Sat"": [[""7:00"", ""18:00""]], ""Sun"": [[""7:00"", ""18:00""]] }",,,,7/1/19,POLYGON
222-222@5p7-f7f-kpv,,NorthStar Counseling Center,,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),621330,44.891307,-94.367592,75 Hassan St SE,Hutchinson,MN,55350,US,13202343451,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5p7-fng-pd9,,Dairy Queen,SG_BRAND_d6fdfe0213b3ad6f7bec024ed7719b7e,Dairy Queen,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,45.294544,-93.800889,1110 Highway 25 NE,Monticello,MN,55362,US,17632950133,"{ ""Mon"": [], ""Tue"": [[""10:30"", ""21:00""]], ""Wed"": [[""10:30"", ""21:00""]], ""Thu"": [[""10:30"", ""21:00""]], ""Fri"": [[""10:30"", ""21:00""]], ""Sat"": [[""10:30"", ""21:00""]], ""Sun"": [] }","Counter Service,Ice Cream Shop,Lunch,Fast Food,Drive Through,Dinner,Burgers",,,7/1/19,POLYGON
222-222@5p7-fq7-dsq,,Big Lake Middle School,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,45.337202,-93.737457,601 Minnesota Ave,Big Lake,MN,55309,US,17632622567,,,,,7/1/19,POLYGON
222-222@5p7-g2r-m49,,Saint Patrick's Cemetery,,,Death Care Services,Cemeteries and Crematories,812220,45.583023,-94.010123,7286 Duelm Rd NE,Sauk Rapids,MN,56379,US,,,,,,7/1/19,POLYGON
222-222@5p7-g38-g8v,,Foley Elementary,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,45.670211,-93.907506,743 Penn St,Foley,MN,56329,US,13209687286,,,,,7/1/19,POLYGON
222-222@5p7-g8b-2kz,,Mumm David R DDS,,,Offices of Dentists,Offices of Dentists,621210,45.58122,-94.175905,1706 11th Ave N,Saint Cloud,MN,56303,US,13202528800,,,,,7/1/19,POLYGON
222-222@5p7-g9y-5vf,,Casey's General Stores,SG_BRAND_261083e60d0e8eee7f82c0194f16bc52,Casey's General Stores,Grocery Stores,Convenience Stores,445120,45.598422,-94.145359,860 Golden Spike Rd NE,Sauk Rapids,MN,56379,US,13202514526,"{ ""Mon"": [[""5:00"", ""22:00""]], ""Tue"": [[""5:00"", ""22:00""]], ""Wed"": [[""5:00"", ""22:00""]], ""Thu"": [[""5:00"", ""22:00""]], ""Fri"": [[""5:00"", ""22:00""]], ""Sat"": [[""5:00"", ""22:00""]], ""Sun"": [[""5:00"", ""22:00""]] }",,,,7/1/19,POLYGON
222-222@5p7-gp7-mkz,,Taco Bell,SG_BRAND_748ba381dd81bb8de615319837ffa350,Taco Bell,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,45.020422,-93.494037,16855 County Road 24,Plymouth,MN,55447,US,17633831103,"{ ""Mon"": [[""7:00"", ""23:00""]], ""Tue"": [[""7:00"", ""23:00""]], ""Wed"": [[""7:00"", ""23:00""]], ""Thu"": [[""7:00"", ""23:00""]], ""Fri"": [[""7:00"", ""23:00""]], ""Sat"": [[""7:00"", ""23:00""]], ""Sun"": [[""7:00"", ""23:00""]] }","Counter Service,Late Night,Lunch,Fast Food,Drive Through,Breakfast,Mexican Food,Dinner",,,7/1/19,POLYGON
222-222@5p7-gpj-789,,Bosley,SG_BRAND_4b1f617663eba179f50e9dcfa243fa14,Bosley,Other Personal Services,All Other Personal Services,812990,44.965469,-93.438435,12455 Ridgedale Dr Ste 204,Minnetonka,MN,55305,US,16122763359,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5p7-h2v-s5z,,Kwik Trip,SG_BRAND_962d9816e6d7856c,Kwik Trip,Grocery Stores,Convenience Stores,445120,45.217695,-93.598291,4400 O Day Ave NE,St. Michael,MN,55376,US,,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5p7-h4m-26k,,Hilton Garden Inn,SG_BRAND_637c43cc5ec7f019f6680f204b7ef1b8,Hilton Garden Inn,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110,45.069788,-93.447974,6350 Vinewood Ln N,Maple Grove,MN,55311,US,17635099500,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,7/1/19,POLYGON
222-222@5p7-h4p-d7q,,Lashed,,,Personal Care Services,Beauty Salons,812112,45.097496,-93.4465,7860 Vinewood Ln Ste 30,Maple Grove,MN,55369,US,16123876949,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""17:00""]], ""Fri"": [[""10:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5p7-hm6-kj9,,Faber Building & Supplies,,,Building Material and Supplies Dealers,Home Centers,444110,45.310739,-94.409464,500 Central Ave S,Watkins,MN,55389,US,13207642225,,,,,7/1/19,POLYGON
222-222@5p7-hwm-j5f,,Sherrie's Signs,,,Other Miscellaneous Manufacturing,Sign Manufacturing,339950,45.325747,-94.549398,381 Park St N,Eden Valley,MN,55329,US,13204533253,,,,,7/1/19,POLYGON
222-222@5p7-rpv-q4v,,CARQUEST Auto Parts,SG_BRAND_ed5a1ef3e85b774022eb505cf6f184ee,CARQUEST Auto Parts,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310,45.295553,-96.447023,547 US Highway 12,Ortonville,MN,56278,US,13208392437,"{ ""Mon"": [[""7:00"", ""17:30""]], ""Tue"": [[""7:00"", ""17:30""]], ""Wed"": [[""7:00"", ""17:30""]], ""Thu"": [[""7:00"", ""17:30""]], ""Fri"": [[""7:00"", ""17:00""]], ""Sat"": [[""8:00"", ""12:00""]], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5p7-yfw-gx5,,Lipinski Garage,,,Automotive Repair and Maintenance,General Automotive Repair,811111,44.464181,-96.247766,110 W Railroad St,Ivanhoe,MN,56142,US,15076941248,,,,,7/1/19,POLYGON
222-222@5p8-686-9pv,,First Congregational Church,,,Religious Organizations,Religious Organizations,813110,46.440029,-95.139744,110 Colfax Ave SW,Wadena,MN,56482,US,12186314646,,,,,7/1/19,POLYGON
222-222@5p8-6qc-jvz,,Cooperative Sampo Service Station,,,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,46.629651,-95.094892,2 US Highway 71 S,Sebeka,MN,56477,US,12188375144,,,,,7/1/19,POLYGON
222-222@5p8-7d6-rc5,,Medi Van,,,Other Ambulatory Health Care Services,Ambulance Services,621910,46.817092,-95.881148,900 Longview Dr,Detroit Lakes,MN,56501,US,12188471729,,,,,7/1/19,POLYGON
222-222@5p8-7zw-kmk,,Golden Eagle RV Village,,,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Campgrounds,721211,46.577878,-95.491789,42488 480th Ave,Perham,MN,56573,US,12183464386,"{ ""Mon"": [[""10:00"", ""17:00""]], ""Tue"": [[""10:00"", ""17:00""]], ""Wed"": [[""10:00"", ""17:00""]], ""Thu"": [[""10:00"", ""17:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [[""10:00"", ""15:00""]] }",,,,7/1/19,POLYGON
222-222@5p8-8qx-h5z,,Frazee Library Link Site,,,Other Information Services,Libraries and Archives,519120,46.729565,-95.698194,305 N Lake St,Frazee,MN,56544,US,12183342143,,,,,7/1/19,POLYGON
222-222@5p8-9g4-ysq,,BK's Auto Repair,,,Automotive Repair and Maintenance,General Automotive Repair,811111,47.454643,-94.852477,702 Grant Ave SE,Bemidji,MN,56601,US,12187599613,,,,,7/1/19,POLYGON
222-222@5p8-fhr-649,,Y Club,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,46.295962,-93.824495,27430 State Highway 18,Garrison,MN,56450,US,13206924445,"{ ""Mon"": [[""11:00"", ""23:00""]], ""Tue"": [[""11:00"", ""23:00""]], ""Wed"": [[""11:00"", ""23:00""]], ""Thu"": [[""11:00"", ""23:00""]], ""Fri"": [[""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""11:00"", ""23:00""]] }","Bar or Pub,Late Night",,,7/1/19,POLYGON
222-222@5p8-hvb-47q,,All Good Home Care,,,Home Health Care Services,Home Health Care Services,621610,45.702012,-94.180447,9250 Lakewood Shore Rd NW,Rice,MN,56367,US,13203932406,,,,,7/1/19,POLYGON
222-222@5p8-jqf-6c5,,Aitkin Alternative Learning Program,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,46.531979,-93.716898,12 7th Ave NW,Aitkin,MN,56431,US,12189273421,,,,,7/1/19,POLYGON
222-222@5p8-wn6-6c5,,Foxboro Court,,,Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,46.869908,-96.86342,625 23rd St E,West Fargo,ND,58078,US,,,,,,7/1/19,POLYGON
222-222@5p8-wn6-tgk,,Buffalo Wild Wings,SG_BRAND_f5c3315bd88c63a7a421a97165d8b108,Buffalo Wild Wings,Restaurants and Other Eating Places,Full-Service Restaurants,722511,46.857684,-96.85187,1501 42nd St S,Fargo,ND,58103,US,17013569464,"{ ""Mon"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Tue"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Wed"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Thu"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Fri"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]] }","Late Night,Chicken Wings,Lunch,American Food,Casual Dining,Sports Bar,Dinner",,,7/1/19,POLYGON
222-222@5p8-wn7-9zz,,Red River Zoo,,,"Museums, Historical Sites, and Similar Institutions",Zoos and Botanical Gardens,712130,46.845094,-96.853474,4255 23rd Ave S,Fargo,ND,58104,US,17012779240,,,,,7/1/19,POLYGON
222-222@5p8-wn7-j7q,,Dale J R Sales & Leasing,,,Automobile Dealers,Used Car Dealers,441120,46.866588,-96.839141,770 36th St S,Fargo,ND,58103,US,17012419800,,,,,7/1/19,POLYGON
222-222@5p8-wnd-v4v,,Elite Industries,,,Clothing Stores,Women's Clothing Stores,448120,46.870788,-96.83461,3332 4th Ave S,Fargo,ND,58103,US,17014124478,,,,,7/1/19,POLYGON
222-222@5p8-wnd-vxq,,Cass County Jail,,,"Justice, Public Order, and Safety Activities",Correctional Institutions,922140,46.869426,-96.832747,450 34th St S,Fargo,ND,58103,US,17012712900,,,,,7/1/19,POLYGON
222-222@5p8-wnm-8gk,,Maria Place Apartments,,,Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,46.826079,-96.833742,3342 35th Ave S,Fargo,ND,58104,US,,,,,,7/1/19,POLYGON
222-222@5p8-x3j-zzz,zzw-222@5p8-x3j-jy9,Taco Bell,SG_BRAND_748ba381dd81bb8de615319837ffa350,Taco Bell,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,46.905257,-96.80281,1599 19th Ave N,Fargo,ND,58102,US,17012376417,"{ ""Mon"": [[""7:00"", ""23:00""]], ""Tue"": [[""7:00"", ""23:00""]], ""Wed"": [[""7:00"", ""23:00""]], ""Thu"": [[""7:00"", ""23:00""]], ""Fri"": [[""7:00"", ""23:00""]], ""Sat"": [[""7:00"", ""23:00""]], ""Sun"": [[""7:00"", ""23:00""]] }","Counter Service,Late Night,Lunch,Fast Food,Drive Through,Breakfast,Mexican Food,Dinner",,,7/1/19,POLYGON
222-222@5p8-x3k-zmk,,University Town Center,,,Lessors of Real Estate,Malls,531120,46.904232,-96.795683,1100 19th Ave N,Fargo,ND,58102,US,,,,,,7/1/19,POLYGON
222-222@5p9-8kw-st9,,Evangelical Free Church,,,Religious Organizations,Religious Organizations,813110,43.143413,-93.404393,1310 US Highway 18 W,Clear Lake,IA,50428,US,16413577581,,,,,7/1/19,POLYGON
222-222@5p9-8kx-kmk,,Glen Oaks Community,,,Individual and Family Services,Services for the Elderly and Persons with Disabilities,624120,43.146666,-93.400325,200 Glen Oaks Dr,Clear Lake,IA,50428,US,16413551203,,,,,7/1/19,POLYGON
222-222@5p9-8y6-sh5,,National Fellowship Of Ministries Inc,,,Religious Organizations,Religious Organizations,813110,43.412997,-93.581363,45147 Highway 69,Lake Mills,IA,50450,US,,,,,,7/1/19,POLYGON
222-222@5p9-jdq-qpv,,Builders FirstSource,SG_BRAND_764ff6f1443f4f0c067b43a0934dc9dc,Builders FirstSource,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",Hardware Merchant Wholesalers,423710,42.4683,-92.397708,2015 W Ridgeway Ave,Waterloo,IA,50701,US,13192327116,,,,,7/1/19,POLYGON
222-222@5p9-jfg-r6k,,Stoner's A 1 Radiator Sales & Service,,,Automobile Dealers,Used Car Dealers,441120,42.492998,-92.339207,724 Jefferson St,Waterloo,IA,50701,US,13192359529,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5p9-jg9-h5z,,Cornerstone Fellowship Church,,,Religious Organizations,Religious Organizations,813110,42.486956,-92.412296,5625 Prairie St,Cedar Falls,IA,50613,US,13192771152,,,,,7/1/19,POLYGON
222-222@5p9-jr5-xdv,,Meyer Pharmacy,,,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,42.72507,-92.483928,110 10th St SW,Waverly,IA,50677,US,13193523120,"{ ""Mon"": [[""8:00"", ""19:00""]], ""Tue"": [[""8:00"", ""19:00""]], ""Wed"": [[""8:00"", ""19:00""]], ""Thu"": [[""8:00"", ""19:00""]], ""Fri"": [[""8:00"", ""19:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [[""9:00"", ""13:00""]] }",,,,7/1/19,POLYGON
